Date,Artist,Song Name,Video,Type,Release
11/30/18,Red Velvet,Really Bad Boy,https://youtu.be/IWJUPY-2EIM,Girl,Major
11/30/18,The Boyz,No Air,https://youtu.be/8n6pRkpVsyU,Boy,Major
11/29/18,Mamamoo,Wind Flower,https://youtu.be/uOZ2r_UAfdc,Girl,Major
11/27/18,Yubin,Thank U Soooo Much,https://youtu.be/eiCDZYdPmys,Girl Solo,Major
11/26/18,MINO,FIANCÉ,https://youtu.be/NY8VGNft-Zc,Boy Solo,Major
11/26/18,NU'EST W,Help Me,https://youtu.be/TrIkYfYc3Ks,Boy,Major
11/26/18,Lovelyz,Lost N Found,https://youtu.be/wV-lFzySUuQ,Girl,Major
11/26/18,Key,One of Those Nights feat. Crush,https://youtu.be/TZWSW90lybM,Boy Solo,Major
11/26/18,FLAVOR,Milkshake,https://youtu.be/RmCwIBkiONY,Girl,Major
11/23/18,BM (KARD),Better Myself,https://youtu.be/xliR1v7Ke5c,Boy Solo,Minor
11/23/18,Elkie (CLC),I Dream,https://youtu.be/l2QZrVp4mpI,Girl Solo,Major
11/22/18,NCT 127,Simon Says,https://youtu.be/arjy2v7zEI0,Boy,Major
11/22/18,Sam Kim,It's You (Feat.ZICO),https://youtu.be/3Uyl_ifBiLE,Boy Solo,Major
11/21/18,Nature,You'll Be Mine,https://youtu.be/-7N-dRhXuko,Girl,Major
11/21/18,EXID,I Love You,https://youtu.be/SAdmzjsFVQo,Girl,Major
11/20/18,Dongkiz,Nom,https://youtu.be/8o6ZxM_DNKY,Boy,Minor
11/20/18,Highlight,Loved,https://youtu.be/-e7CIlMRayY,Boy,Major
11/19/18,VOISPER,Goodbye to Goodbye,https://youtu.be/Tj-PwynOrvQ,Boy,Major
11/19/18,Wanna One,Spring Breeze,https://youtu.be/FD2mik4V5EE,Boy,Major
11/16/18,Aqua,Log In,https://youtu.be/9r9DqkWrBlY,Girl,Major
11/15/18,Maywish,Hello,https://youtu.be/PJbd-Ocj6OQ,Girl,Major
11/15/18,THE MAN BLK,Free Fall,https://youtu.be/zC2QGZCxpjg,Boy,Major
11/14/18,Hotshot,I Hate You,https://youtu.be/gJggJj7Wznk,Boy,Major
11/14/18,Dreamcatcher,What,https://youtu.be/-GwP6BnZt1Y,Girl,Japanese
11/14/18,Stray Kids,Get Cool,https://youtu.be/BcXwZEbOvpo,Boy,Major
11/13/18,Hyoyeon,Punk Right Now,https://youtu.be/ZOxlPu_rizU,Girl Solo,Major
11/12/18,Chae Yeon,Bazzaya,https://youtu.be/lW18GN9TfZc,Girl Solo,Major
11/12/18,Taemin,Under My Skin,https://youtu.be/D0OTv7ZUle4,Boy Solo,Japanese
11/12/18,D-CRUNCH,Stealer,https://youtu.be/It8JCNyFW38,Boy,Major
11/12/18,BtoB,Beautiful Pain,https://youtu.be/KLNr84h5qL4,Boy,Major
11/12/18,Jennie,Solo,https://youtu.be/b73BI9eUkjM,Girl Solo,Major
11/11/18,P.O,Comme Des Garcons,https://youtu.be/ijSbzTvM_mc,Boy Solo,Major
11/9/18,Seventeen,Holiday,https://youtu.be/rJn8WCCkFqU,Boy,Minor
11/8/18,H.U.B,Finale,https://youtu.be/CV7imF0aPyY,Girl,Major
11/7/18,DreamNote,Dream Note,https://youtu.be/8C97vYXlVc0,Girl,Major
11/6/18,Key,Forever Yours feat. Soyou,https://youtu.be/BJUjR2N0aEM,Boy Solo,Major
11/6/18,gugudan,Not That Type,https://youtu.be/_2Nn5hH82k0,Girl,Major
11/5/18,A Train To Autumn,That Season You Were In,https://youtu.be/6Bd4SDyCOk4,Girl,Major
11/5/18,TWICE,Yes or Yes,https://youtu.be/mAKsZ26SabQ,Girl,Major
11/4/18,Fallanc,Never Mind,https://youtu.be/7o8Kw_70jqM,Boy,Major
11/4/18,Spectrum,What Do I Do,https://youtu.be/gqIGi6U5Hvw,Boy,Major
11/2/18,Exo,Tempo,https://youtu.be/iwd8N6K-sLk,Boy,Major
11/2/18,Dreamcatcher,Wonderland,https://youtu.be/iITO8xBvcHI,Girl,Minor
11/1/18,TST,Paradise,https://youtu.be/o63Swt9TYgs,Boy,Major
10/30/18,Black6ix,Swamp of Despair,https://youtu.be/w-xAfgSj0oI,Boy,Major
10/30/18,JBJ95,Home,https://youtu.be/i8DLEg3Ec9I,Boy,Major
10/30/18,14U,N.E.W.S,https://youtu.be/KGFV-mC0r2E,Boy,Major
10/30/18,Pink Fantasy,Iriwa,https://youtu.be/scGWBELo5HA,Girl,Major
10/29/18,Pierce,Galaxy,https://youtu.be/IEHpkSJw5L4,Girl,Major
10/29/18,IZ*ONE,La Vie en Rose,https://youtu.be/WZwr2a_lFWY,Girl,Major
10/29/18,HeyGirls,Yoo Hoo Hoo,https://youtu.be/3ah-IUOoiAE,Girl,Major
10/27/18,Abry,Over & Gone,https://youtu.be/tm-fjknOI8g,Girl,Major
10/26/18,N.Flying,Like A Flower,https://youtu.be/gSOOZqGQFnI,Boy,Minor
10/24/18,ATEEZ,Treasure,https://youtu.be/tLV83ndOwz4,Boy,Major
10/24/18,Golden Child,Genie,https://youtu.be/VfSOTFSln2M,Boy,Major
10/24/18,BoA,Woman,https://youtu.be/RlMg8FbcP7g,Girl Solo,Major
10/22/18,MONSTA X,Shoot Out,https://youtu.be/MS10Zz49FHE,Boy,Major
10/22/18,Stray Kids,I Am You,https://youtu.be/CNfodZluR-Q,Boy,Major
10/17/18,Shafla,DDu-Ru-DDu-PPa-Ra-Ppa,https://youtu.be/EVOsqNcuhZU,Girl,Major
10/16/18,Blue Fox,Wake Me Up,https://youtu.be/4I8z18g3CoE,Girl,Major
10/16/18,APRIL,Oh! My Mistake,https://youtu.be/wX-e5rvmtas,Girl,Major
10/16/18,iKON,Freedom,https://youtu.be/Um5dcFcouVc,Boy,Minor
10/11/18,Weki Meki,Crush,https://youtu.be/bT2AMc8hI6A,Girl,Major
10/11/18,VAV,Senorita,https://youtu.be/umv7vZ4SmCc,Boy,Major
10/11/18,NCT 127,Regular (Korean ver.),https://youtu.be/Gif0E6jYakM,Boy,Major
10/10/18,fromis_9,Love Bomb,https://youtu.be/-SK6cvkK4c0,Girl,Major
10/10/18,Boys Republic,You're My,https://youtu.be/2vIt0Tz3bm4,Boy,Major
10/10/18,Vibe,Not A Love,https://youtu.be/hCWOl4aZExI,Boy,Major
10/9/18,OBroject,Tropical Night,https://youtu.be/ge7Om0BJ-3k,Boy,Major
10/8/18,Rose Finger,Hibidipop,https://youtu.be/I7U2OaZ-O9U,Girl,Major
10/8/18,Snuper,You In My Eyes,https://youtu.be/3tUaHSN7Kf0,Boy,Major
10/8/18,Super Junior,One More Time (Otra Vez),https://youtu.be/7GqYSbc1tsM,Boy,Major
10/8/18,Seven O'clock,Searchlight,https://youtu.be/PD_JGBX6LF8,Boy,Major
10/8/18,Seven O'clock,Nothing Better,https://youtu.be/PL5TMNg3LhY,Boy,Major
10/8/18,NCT 127,Regular (English ver.),https://youtu.be/gj-VU9oK2Yo,Boy,English
10/4/18,Sugar Tint,Heart Ppyong,https://youtu.be/i8z5vz5Oyew,Girl,Major
10/4/18,The Rose,She's In The Rain,https://youtu.be/xBrTNZ5tRTQ,Boy,Major
10/2/18,S.O.U.L,Get Myself With You,https://youtu.be/x-1IrOEdSu0,Boy,Major
10/1/18,iKON,Goodbye Road,https://youtu.be/2O6dRaBbFoo,Boy,Major
10/1/18,NU'EST W,I Don't Care (with Spoonz),https://youtu.be/xzaZdHvk4uo,Boy,Major
10/1/18,Noir,Airplane Mode,https://youtu.be/FEmnRksU10o,Boy,Major
9/30/18,Super Junior,Animals,https://youtu.be/b7VReS2tMsI,Boy,Major
9/29/18,Destiny,Like a Bomb,https://youtu.be/8UM8PqnTY80,Girl,Major
9/27/18,"Onewe, Oneus",Last Song,https://youtu.be/Laa2XPzsGvw,Boy,Major
9/21/18,Verivery,Super Special,https://youtu.be/D1hWFlHRRas,Boy,OST
9/20/18,Eyedi,Red,https://youtu.be/JI6Jyup0Grc,Girl Solo,Major
9/20/18,Dreamcatcher,What,https://youtu.be/pN0dkjp1deQ,Girl,Major
9/20/18,S.I.S,Say Yes,https://youtu.be/wUABnraw9Ds,Girl,Major
9/19/18,WJSN,"Save Me, Save You",https://youtu.be/2wOBbRu3OOc,Girl,Major
9/18/18,UNI.T,I mean,https://youtu.be/2bY64rtP0wk,Girl,Major
9/18/18,DAY6,Breaking Down,https://youtu.be/QmBaZKYEXN8,Boy,Japanese
9/18/18,Purple,Maemmaeya,https://youtu.be/yOIMUrkSyYE,Girl,Major
9/17/18,GOT7,Lullaby,https://youtu.be/9RUeTYiJCyA,Boy,Major
9/17/18,Lucente,Your Difference,https://youtu.be/L6sOa4OloIs,Boy,Major
9/16/18,PLT,Igoholic,https://youtu.be/zp8nrsZUeto,Boy,Major
9/15/18,UNI.T,Begin with the end,https://youtu.be/3p4Uwgpc9MU,Girl,Minor
9/14/18,VIXX,Reincarnation,https://youtu.be/6LQ6XD3zQrE,Boy,Japanese
9/10/18,SHINee,Countless,https://youtu.be/6lE0AJzOb-I,Boy,Major
9/10/18,Pentagon,Naughty boy,https://youtu.be/DjrQGkFUnBo,Boy,Major
9/10/18,Oh My Girl,Remember Me,https://youtu.be/F-Li_1m4G7k,Girl,Major
9/9/18,Berry Good,Mellow Mellow,https://youtu.be/Bce580BmQHc,Girl,Minor
9/9/18,Day6,Beautiful Feeling,https://youtu.be/ltBiIr_QXac,Boy,Minor
9/6/18,SG Wannabe,Let's Meet Up Now,https://youtu.be/0iFJf5IAklo,Boy,Major
9/6/18,Lipbubble,Yellow Pink,https://youtu.be/kEZQV77Syoc,Girl,Major
9/5/18,GWSN,Puzzle Moon,https://youtu.be/MEmHy9OIzLA,Girl,Major
9/5/18,Girls' Generation-Oh!GG,Lil' Touch,https://youtu.be/SdzLl-XpJt0,Girl,Major
9/5/18,The Boyz,Right Here,https://youtu.be/JSEQiv5Z7p4,Boy,Major
9/5/18,Spectrum,Dear my,https://youtu.be/cFrZ7SCo1w8,Boy,Minor
9/5/18,Kitten Girls,U Me Us,https://youtu.be/eWvov2_KJQk,Girl,Major
9/4/18,Sunmi,Siren,https://youtu.be/TNWMZIf7eSg,Girl Solo,Major
9/3/18,Blanc7,Drama,https://youtu.be/bV_D-hJSivo,Boy,Major
9/3/18,100%,Heart,https://youtu.be/biz-ioGh1CM,Boy,Major
9/3/18,GreatGuys,Illusion,https://youtu.be/HQqybMUYF-k,Boy,Major
8/31/18,Drug Restaurant,403,https://youtu.be/NmMVAHZk2_0,Boy,Major
8/30/18,NCT Dream,We Go Up,https://youtu.be/LV1Es22E0RI,Boy,Major
8/30/18,We Girls,On Air,https://youtu.be/XJkVwcU68Yo,Girl,Major
8/29/18,Tropical,Mwah,https://youtu.be/OYfX3_mAG38,Girl,Major
8/28/18,Shinhwa,Kiss Me Like That,https://youtu.be/LxVlNoJ94Oc,Boy,Major
8/28/18,Camila,Red Lips,https://youtu.be/atgMIE_NCmM,Girl,Major
8/27/18,Stray Kids,Awkward Silence,https://youtu.be/y289In1OdZI,Boy,Minor
8/27/18,Alike,Summer Love,https://youtu.be/XrmviSH05JQ,Girl,Major
8/24/18,BTS,Idol,https://youtu.be/pBuZEGYXA6E,Boy,Major
8/23/18,Sha Sha,What The Heck,https://youtu.be/NANDtTecZWY,Girl,Major
8/20/18,LOONA,Hi High,https://youtu.be/846cjX0ZTrk,Girl,Major
8/20/18,UP10TION,So Beautiful,https://youtu.be/4H8F-8rZB38,Boy,Major
8/20/18,MXM,Checkmate,https://youtu.be/xra9lkliXBk,Boy,Major
8/20/18,DIA,Take Me,https://youtu.be/UtResg5caW4,Girl,Minor
8/20/18,DIA,Sweet Dream,https://youtu.be/qHS4hMmEa90,Girl,Minor
8/20/18,DIA,Blue Day,https://youtu.be/GISyQl8r4Z4,Girl,Minor
8/18/18,Bigflo,Upside Down,https://youtu.be/6dQhQbBu1IY,Boy,Major
8/17/18,The Singing Girls,Maybe Maybe,https://youtu.be/By-mFuKijS0,Girl,Major
8/16/18,Berry Good,Green Apple,https://youtu.be/-L0yllqbjk8,Girl,Major
8/16/18,IMFACT,NANANA,https://youtu.be/fQj3jh90Q5s,Boy,Major
8/16/18,Super Junior-D&E,Bout you,https://youtu.be/6GBbTqsFog8,Boy,Major
8/16/18,TWICE,BDZ,https://youtu.be/CMNahhgR_ss,Girl,Japanese
8/14/18,MXM,Ya Ya Ya,https://youtu.be/gCb6XJ_2Z3E,Boy,Major
8/14/18,(G)I-DLE,Hann,https://youtu.be/OKNXn2qCEws,Girl,Major
8/11/18,Brave Girls,Rollin' (New ver.),https://youtu.be/MthLgPs7oU4,Girl,Major
8/10/18,Hoons,"Sweet & Salty, Sweet & Salty",https://youtu.be/-G5Itci4KJ8,Boy,Major
8/9/18,DIA,WooWoo,https://youtu.be/j1OUMTMwVsY,Girl,Major
8/9/18,Cherry On Top,Hi Five,https://youtu.be/gIu3McQ09TE,Girl,Major
8/8/18,KARD,Knockin' on my heaven's door,https://youtu.be/CMY14zAYUCA,Co-ed,Minor
8/7/18,LOONA,Favorite,https://youtu.be/AFJPFfnzZ7w,Girl,Major
8/6/18,D-Crunch,Palace,https://youtu.be/u5UtcO5L1N8,Boy,Major
8/6/18,Red Velvet,Power Up,https://youtu.be/aiHSVQy9xN8,Girl,Major
8/6/18,Stray Kids,My Pace,https://youtu.be/pok5yDw77uM,Boy,Major
8/6/18,UP10TION,Chaser,https://youtu.be/qOi8FgUcxrQ,Boy,Japanese
8/3/18,Nature,Allegro Cantabile,https://youtu.be/fuYXtN_MaIg,Girl,Major
8/2/18,BtoB-Blue,When it rains,https://youtu.be/2urMSQ2Ms9o,Boy,Major
8/2/18,iKON,KIlling Me,https://youtu.be/RyVS7R9PN6U,Boy,Major
8/2/18,Riot Kidz,Fahrenheit,https://youtu.be/Jsv7L7yFELs,Boy,Major
8/1/18,Dreamcatcher,Mayday,https://youtu.be/_t9FAYWsUkM,Girl,Minor
8/1/18,MONSTA X,Livin' It Up,https://youtu.be/YWL9ClaTm6E,Boy,Japanese
7/31/18,SixBomb,Hiccup Hiccup,https://youtu.be/FsqP8zMD-Yo,Girl,Major
7/31/18,SF9,Now or Never,https://youtu.be/he_U_kFCQE0,Boy,Major
7/28/18,Rainz,I Love You,https://youtu.be/aOgrBgFfnu0,Boy,Japanese
7/27/18,Laboum,Between Us,https://youtu.be/d4hWIUSi73c,Girl,Major
7/26/18,IN2IT,Sorry For My English,https://youtu.be/a9uoNiDBnys,Boy,Major
7/26/18,100%,Grand Bleu,https://youtu.be/rOLwRCFPTJk,Boy,Major
7/26/18,FTISLAND,Summer Night's Dream,https://youtu.be/VZRuXcX5nz4,Boy,Major
7/25/18,KARD,Ride on the wind,https://youtu.be/6AZ3BAydZqI,Co-ed,Major
7/25/18,Airisu,Oppa,https://youtu.be/BYZalJ8WJz8,Girl,Major
7/24/18,Astro,Always You,https://youtu.be/T1ozr79pcjo,Boy,Major
7/23/18,Super Junior D&E,Sunrise,https://youtu.be/3auavb5f0bw,Boy,Japanese
7/22/18,ELRIS,Lovely,https://youtu.be/RROsdhiFNWQ,Girl,Minor
7/19/18,GFRIEND,Sunny Summer,https://youtu.be/M9P90QTo_uE,Girl,Major
7/19/18,Boyfriend,Call Me,https://youtu.be/6vau7L4odDU,Boy,Japanese
7/18/18,Saturday,MMook JJi BBa,https://youtu.be/K4tJ1k7AP-o,Girl,Major
7/18/18,Triple H,Retro Future,https://youtu.be/b2hcCVAuM7Y,Co-ed,Major
7/18/18,Varsity,Flower,https://youtu.be/zxHP2wcVd-k,Boy,Major
7/17/18,Yellow Bee,If You Love Me,https://youtu.be/-g0yW2AY87s,Girl,Major
7/17/18,FTISLAND,Pretty Girl,https://youtu.be/LMmJhMEUQPA,Boy,Japanese
7/16/18,Mamamoo,Egotistic,https://youtu.be/G5UM2rOyqr4,Girl,Major
7/16/18,Seventeen,Oh My!,https://youtu.be/_5PELxP8Udg,Boy,Major
7/16/18,CNBLUE,Don't Say Good Bye,https://youtu.be/4cY-t3h3Aj8,Boy,Japanese
7/15/18,Heygirls,Nog Yeojwo,https://youtu.be/l5txlQDoFsw,Girl,Major
7/13/18,Wable,Ending Song,https://youtu.be/qMFrBtL2cDw,Girl,Major
7/13/18,Mamamoo,Sky Sky,https://youtu.be/I-ORE0PR2zk,Girl,Minor
7/12/18,The Boyz,Keeper,https://youtu.be/oR-QJtmn6ww,Boy,Major
7/11/18,Epik High,Sleeping Beauty,https://youtu.be/HKb-mIky31o,Boy,Major
7/10/18,Gugudan Semina,Semina,https://youtu.be/UpLwQAN25so,Girl,Major
7/10/18,Myteen,She Bad,https://youtu.be/p6uRDBdolaA,Boy,Major
7/9/18,TWICE,Dance The Night Away,https://youtu.be/Fm5iP0S1z9w,Girl,Major
7/8/18,Target,Is It True,https://youtu.be/J5yphOHTaBc,Boy,Major
7/6/18,Jessi,Down,https://youtu.be/ptCYIPQHoGA,Girl Solo,Major
7/4/18,Golden Child,Let Me,https://youtu.be/mGdsghfV1ow,Boy,Major
7/4/18,Favorite,Heart Signal,https://youtu.be/MJ6v8UARkP4,Girl,Minor
7/3/18,MeloMance,Tale,https://youtu.be/FoYyqHqbnxc,Boy,Major
7/3/18,Teen Top,Lover,https://youtu.be/351ddHRYKRQ,Boy,Major
7/2/18,Apink,I'm So Sick,https://youtu.be/_U3yC1OvLXU,Girl,Major
7/2/18,Baba,Oh! My God!,https://youtu.be/tmtEoT_eZ4E,Girl,Major
6/30/18,Lovelyz,Wag-zak,https://youtu.be/uer7k-jkk78,Girl,Major
6/29/18,Melody Day,Restless,https://youtu.be/KxMO39Fjpgc,Girl,Major
6/28/18,Elris,Summer Dream,https://youtu.be/tpLro7n3PWo,Girl,Major
6/28/18,UNB,Black Heart,https://youtu.be/JF1HVN2RoCk,Boy,Major
6/27/18,GDB,Eggslut,https://youtu.be/Q5RkhBs3AQ4,Boy,Major
6/27/18,Drunken Tiger,Bumaye,https://youtu.be/XvGGQch-Pno,Boy,Major
6/26/18,DAY6,Shoot Me,https://youtu.be/g2X2LdJAIpU,Boy,Major
6/26/18,Momoland,Baam,https://youtu.be/txWmd7QKFe8,Girl,Major
6/26/18,100%,Summer Night,https://youtu.be/iY3DzbpZ7DI,Boy,Japanese
6/26/18,Neon Punch,Moonlight,https://youtu.be/qfDc0YdKR4E,Girl,Major
6/25/18,SHINee,Our Page,https://youtu.be/Psl-x_nw7TI,Boy,Major
6/25/18,NU'EST W,Dejavu,https://youtu.be/dx0VcSNWdBg,Boy,Major
6/25/18,My Sunset,,https://youtu.be/OPLiykvhmTc,Boy,Minor
6/22/18,ABRY,Strike,https://youtu.be/K8boqvx-1SQ,Girl,Major
6/21/18,Red Velvet,#Cookie Jar,https://youtu.be/rRgTMs_bGuI,Girl,Japanese
6/21/18,The Eastlight,Never Thought (I'd Fall In Love),https://youtu.be/bPWgIRn5eu0,Boy,Minor
6/18/18,Taeyeon,Something New,https://youtu.be/im1UUY8dQIk,Girl Solo,Major
6/18/18,BtoB,Only One For Me,https://youtu.be/fHQkdIGue3k,Boy,Major
6/17/18,Like A Movie,Twilight,https://youtu.be/YC6H7wZWPwk,Boy,Major
6/17/18,DAY6,Stop The Rain,https://youtu.be/64DtWBXjU2Y,Boy,Japanese
6/15/18,BLACKPINK,Ddu Du Ddu Du,https://youtu.be/IHNzOHi8sJs,Girl,Major
6/14/18,TWICE,I Want You Back,https://youtu.be/X3H-4crGD6k,Girl,Japanese
6/14/18,"HNB (Woo Jin-young, Kim Hyeon-soo)",Falling In Love,https://youtu.be/4DLVZ_XsBxY,Boy,Major
6/13/18,Longguo,Clover feat. Yoon Mirae,https://youtu.be/hDLeV8Ik7i4,Boy,Major
6/12/18,DPR LIVE,Playlist,https://youtu.be/n0LYGzYt6DU,Boy,Major
6/11/18,SHINee,I Want You,https://youtu.be/IDpWeURKkbI,Boy,Major
6/11/18,Busters,Grapes,https://youtu.be/Sw2UcgiFktE,Girl,Major
6/10/18,Girlkind,S.O.R.R.Y,https://youtu.be/5YDXOm5WGjs,Girl,Major
6/10/18,Walwari,Everyday Brother,https://youtu.be/oP1KDCKEOqQ,Co-ed,Major
6/8/18,Sixth Sense,Don't Go,https://youtu.be/sbyX-zgGmtY,Girl,Minor
6/7/18,ONF,Complete,https://youtu.be/ka9zaVL28OY,Boy,Major
6/7/18,A.C.E,Take Me Higher,https://youtu.be/g4ELX7LyXDw/,Boy,Major
6/5/18,fromis_9,DKDK,https://youtu.be/B3KuJqe3Epg,Girl,Major
6/5/18,Yubin,Lady,https://youtu.be/2MiQonPvlVM,Girl Solo,Major
6/5/18,Navi,Monday to Sunday,https://youtu.be/Qd36eR0n_ag,Girl Solo,Major
6/4/18,Wanna One,Light,https://youtu.be/J1L3nDC4mEk,Boy,Major
6/1/18,WJMK,Strong,https://youtu.be/gMukx_M2oN0,Girl,Major
6/1/18,YPDA,Be Pretty,https://youtu.be/L6Lf7G5UjGg,Girl,Major
5/31/18,Xeno-T,Dokoni Itemo,https://youtu.be/XQndJTJD4Mw,Boy,Japanese
5/30/18,Super Junior-D&E,Hot Babe,https://youtu.be/8J3UFVKSCQs,Boy,
5/30/18,Samuel,Teenager feat. Lee Rohan,https://youtu.be/g7SaHANkFaE,Boy Solo,Major
5/30/18,LOONA YYXY,Love4eva (feat. Grimes),https://youtu.be/tIWpr3tHzII,Girl,Major
5/28/18,AOA,Bingle Bangle,https://youtu.be/ntWSnDV0MYs,Girl,Major
5/28/18,PRISTIN V,Get It,https://youtu.be/-z3iyydFevQ,Girl,Major
5/28/18,SHINee,Good Evening,https://youtu.be/7dGwk5-QMpc,Boy,Major
5/28/18,Bolbbalgan4,Wind,https://youtu.be/H_925lEs4u0,Girl,Major
5/28/18,Marmello,The moment of glory,https://youtu.be/-LQtb_56j90,Girl,Minor
5/28/18,NTB,Dramatic,https://youtu.be/93FQeTcmoBY,Boy,Major
5/25/18,Prism,Chok,https://youtu.be/zc-d4CAPZNU,Girl,Major
5/25/18,24K,Bonnie N Clyde,https://youtu.be/Fqm5Xi5x00o,Boy,Major
5/25/18,Boyfriend,Sunshower,https://youtu.be/gRE1wRtg4tc,Boy,Minor
5/24/18,Bolbbalgan4,Starlight,https://youtu.be/0o6TvZRVLYo,Girl,Minor
5/24/18,Bolbbalgan4,Travel,https://youtu.be/xRbPAVnqtcs,Girl,Major
5/24/18,The Eastlight,Love Flutters,https://youtu.be/T3U2TqqT_GQ,Boy,Major
5/23/18,The Rose,I.L.Y,https://youtu.be/Vn0emeBJRGA,Boy,Minor
5/23/18,Victon,The Time Of Sorrow,https://youtu.be/b4Yo_8Y4FI8,Boy,Major
5/23/18,KHAN,I'm Your Girl?,https://youtu.be/I0gDCmVuwME,Girl,Major
5/22/18,TST,Love Story,https://youtu.be/NtwDE2XFzmI,Boy,Major
5/21/18,Cross Gene,Believe Me,https://youtu.be/X4AtFvbE07o,Boy,Minor
5/21/18,EXID,How Why,https://youtu.be/W6zUal4zrVI,Girl,Minor
5/20/18,V.O.S,Door,https://youtu.be/xsWHOqee4n8,Boy,Major
5/18/18,BTS,Fake Love,https://youtu.be/7C2z4GqqS5E,Boy,Major
5/18/18,UNI.T,No More,https://youtu.be/cMTxBCB_o78,Girl,Major
5/18/18,Girls' Alert,Daddy Long Legs,https://youtu.be/tsryo630RVc,Girl,Major
5/17/18,Heygirls,Follow Me,https://youtu.be/DaQdrx8py38,Girl,Major
5/17/18,PLT,Hocus Pocus,https://youtu.be/3t049kAS2go,Boy,Minor
5/16/18,N.Flying,How R U Today,https://youtu.be/UIxrow0ahBk,Boy,Major
5/16/18,SEVENTEEN,Call Call Call,https://youtu.be/BgR_HJ7aGDY,Boy,Japanese
5/16/18,Baechigi,Do More,https://youtu.be/U0w5XTLibQM,Boy,Major
5/15/18,Eyedi,Luv Highway,https://youtu.be/n2VWSc-jSo,Girl Solo,Major
5/15/18,CROSS GENE,Fly,https://youtu.be/Ohzx9AbLg9g,Boy,Minor
5/10/18,Marmello,Moonlight,https://youtu.be/l4uuJV2DnjI,Girl,Major
5/10/18,Dreamcatcher,You and I,https://youtu.be/I5_BQAtwHws,Girl,Major
5/9/18,Yong Junhyung,Go Away,https://youtu.be/50czugdZXgo,Boy Solo,Major
5/9/18,Favorite,Where Are You From?,https://youtu.be/40hpmMfT9Rk,Girl,Major
5/8/18,Spectrum,Light It Up,https://youtu.be/cRi-UiA2-f0,Boy,Major
5/8/18,NCT 127,Chain,https://youtu.be/28XC2KRE-DE,Boy,Major
5/8/18,CROSS GENE,Touch It,https://youtu.be/ni4WtSXrIiA,Boy,Major
5/8/18,Teen Top,Seoul Night,https://youtu.be/phAACoBcNow,Boy,Major
5/6/18,GOT7,The New Era,https://youtu.be/szpSFNNDVWY,Boy,Japanese
5/6/18,GFRIEND,Me Gustas Tu,https://youtu.be/Q_8YONoUqRw,Girl,Japanese
5/2/18,GBB,Kemi,https://youtu.be/2e_fflfMq-w,Girl,Major
5/2/18,(G)I-DLE,LATATA,https://youtu.be/9mQk7Evt6Vs,Girl,Major
5/1/18,IZ,Angel,https://youtu.be/vPPs8HJ5764,Boy,Major
5/1/18,ii,I'm Already You,https://youtu.be/0pDvPujdOO0,Girl,Major
5/1/18,Hi Cutie,8th Grade Syndrome,https://youtu.be/YOkbG_xe0BM,Girl,Major
4/30/18,GFRIEND,Time for the moon night,https://youtu.be/_XyBa8QsVQU,Girl,Major
4/30/18,HALO,O.M.G.,https://youtu.be/hwWgRzRu22c,Boy,Major
4/29/18,IZ,Granulate,https://youtu.be/BG8Y9hp_Gs4,Boy,Minor
4/29/18,JBJ,Just Be Stars,https://youtu.be/GeXYOENaS0o,Boy,Minor
4/28/18,SHINee,Everytime,https://youtu.be/lClARHWctmI,Boy,Japanese
4/27/18,Berry Good Heart Heart,"Crazy, Gone Crazy",https://youtu.be/eUu-lvra1Mc,Girl,Major
4/26/18,The Eastlight,Are You Okay,https://youtu.be/xaTeFGsYkUw,Boy,Minor
4/24/18,Luna,Night Reminiscin’,https://youtu.be/KR-Z3YYM5xw,Girl Solo,Major
4/24/18,Solar,Nada Sou Sou,https://youtu.be/0gmZBW3Ngf0,Girl Solo,Minor
4/24/18,MONSTA X,Puzzle,https://youtu.be/-n7fwnvYWmM,Boy,Japanese
4/24/18,TWICE,Wake Me Up,https://youtu.be/DdLYSziSXII,Girl,Japanese
4/24/18,EXO-CBX,Horololo,https://youtu.be/5sIaUu2igUY,Boy,Major
4/23/18,Snuper,Tulips,https://youtu.be/onqSAgAqpLQ,Boy,Major
4/23/18,Hyolyn,Dally feat. GRAY,https://youtu.be/AoZFLCy-P-8,Girl Solo,Major
4/23/18,Lovelyz,That Day,https://youtu.be/40Z9-kr504w,Girl,Major
4/22/18,Stray Kids,Mirror (Performance),https://youtu.be/rXEy8r5P_vc,Boy,Minor
4/22/18,Solar,Where the Wind Rises,https://youtu.be/Wn03tgpmMJg,Girl Solo,Minor
4/20/18,BNF,Blossoms,https://youtu.be/ctkj1dyxCnk,Boy,Major
4/19/18,Apink,Miracle,https://youtu.be/kD9VaU5UT3Q,Girl,Special
4/19/18,IN2IT,Snapshot,https://youtu.be/v91KLr4R5Rw,Boy,Major
4/19/18,Zhoumi,I Don't Care,https://youtu.be/2YVJxmokb1M,Boy Solo,Major
4/19/18,Minseo,Growing Up,https://youtu.be/fwetVfkOBuE,Girl Solo,Major
4/18/18,HA:TFELT,Pluhmm,https://youtu.be/7Rb5ISGbAbU,Girl Solo,Major
4/18/18,Hyoyeon,Sober feat. Ummet Ozcan,https://youtu.be/T87wXAJe-_M,Girl Solo,Major
4/18/18,Soya,Oasis,https://youtu.be/zEf80W_rjSQ,Girl Solo,Major
4/18/18,Highteen,Timing,https://youtu.be/NG8TAF211jI,Girl,Major
